sigmaEq,uN:0,uN:1,uN:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
3.13169e+06,6.84908e-07,-5.18282e-06,2.52391e-08,1,0.035865,0,0.040865,0.0075,797
3.13457e+06,6.86698e-07,-5.18262e-06,2.53614e-08,1,0.03591,0,0.04091,0.0075,798
3.13746e+06,6.88489e-07,-5.18242e-06,2.54838e-08,1,0.035955,0,0.040955,0.0075,799
3.14034e+06,6.90279e-07,-5.18221e-06,2.56062e-08,1,0.036,0,0.041,0.0075,800
3.14322e+06,6.92069e-07,-5.18201e-06,2.57286e-08,1,0.036045,0,0.041045,0.0075,801
3.14611e+06,6.9386e-07,-5.18181e-06,2.5851e-08,1,0.03609,0,0.04109,0.0075,802
3.14899e+06,6.9565e-07,-5.18161e-06,2.59733e-08,1,0.036135,0,0.041135,0.0075,803
3.15187e+06,6.9744e-07,-5.1814e-06,2.60957e-08,1,0.03618,0,0.04118,0.0075,804
3.15476e+06,6.99231e-07,-5.1812e-06,2.62181e-08,1,0.036225,0,0.041225,0.0075,805
3.15764e+06,7.01021e-07,-5.181e-06,2.63405e-08,1,0.03627,0,0.04127,0.0075,806
3.16052e+06,7.02812e-07,-5.1808e-06,2.64629e-08,1,0.036315,0,0.041315,0.0075,807
3.16341e+06,7.04602e-07,-5.18059e-06,2.65852e-08,1,0.03636,0,0.04136,0.0075,808
3.16629e+06,7.06392e-07,-5.18039e-06,2.67076e-08,1,0.036405,0,0.041405,0.0075,809
3.16918e+06,7.08183e-07,-5.18019e-06,2.683e-08,1,0.03645,0,0.04145,0.0075,810
3.17206e+06,7.09973e-07,-5.17999e-06,2.69524e-08,1,0.036495,0,0.041495,0.0075,811
3.17494e+06,7.11763e-07,-5.17978e-06,2.70748e-08,1,0.03654,0,0.04154,0.0075,812
3.17783e+06,7.13554e-07,-5.17958e-06,2.71972e-08,1,0.036585,0,0.041585,0.0075,813
3.18071e+06,7.15344e-07,-5.17938e-06,2.73195e-08,1,0.03663,0,0.04163,0.0075,814
3.18359e+06,7.17135e-07,-5.17918e-06,2.74419e-08,1,0.036675,0,0.041675,0.0075,815
3.18648e+06,7.18925e-07,-5.17897e-06,2.75643e-08,1,0.03672,0,0.04172,0.0075,816
3.18936e+06,7.20715e-07,-5.17877e-06,2.76867e-08,1,0.036765,0,0.041765,0.0075,817
3.19224e+06,7.22506e-07,-5.17857e-06,2.78091e-08,1,0.03681,0,0.04181,0.0075,818
3.19513e+06,7.24296e-07,-5.17837e-06,2.79314e-08,1,0.036855,0,0.041855,0.0075,819
3.19801e+06,7.26086e-07,-5.17816e-06,2.80538e-08,1,0.0369,0,0.0419,0.0075,820
3.2009e+06,7.27877e-07,-5.17796e-06,2.81762e-08,1,0.036945,0,0.041945,0.0075,821
3.20378e+06,7.29667e-07,-5.17776e-06,2.82986e-08,1,0.03699,0,0.04199,0.0075,822
3.20666e+06,7.31458e-07,-5.17756e-06,2.8421e-08,1,0.037035,0,0.042035,0.0075,823
3.20955e+06,7.33248e-07,-5.17735e-06,2.85433e-08,1,0.03708,0,0.04208,0.0075,824
3.21243e+06,7.35038e-07,-5.17715e-06,2.86657e-08,1,0.037125,0,0.042125,0.0075,825
3.21531e+06,7.36828e-07,-5.17695e-06,2.87881e-08,1,0.03717,0,0.04217,0.0075,826
3.2182e+06,7.38619e-07,-5.17675e-06,2.89105e-08,1,0.037215,0,0.042215,0.0075,827
3.22108e+06,7.40409e-07,-5.17654e-06,2.90329e-08,1,0.03726,0,0.04226,0.0075,828
3.22396e+06,7.422e-07,-5.17634e-06,2.91552e-08,1,0.037305,0,0.042305,0.0075,829
3.22685e+06,7.4399e-07,-5.17614e-06,2.92776e-08,1,0.03735,0,0.04235,0.0075,830
3.22973e+06,7.4578e-07,-5.17594e-06,2.94e-08,1,0.037395,0,0.042395,0.0075,831
3.23262e+06,7.47571e-07,-5.17573e-06,2.95224e-08,1,0.03744,0,0.04244,0.0075,832
3.2355e+06,7.49361e-07,-5.17553e-06,2.96448e-08,1,0.037485,0,0.042485,0.0075,833
3.23838e+06,7.51152e-07,-5.17533e-06,2.97671e-08,1,0.03753,0,0.04253,0.0075,834
3.24127e+06,7.52942e-07,-5.17513e-06,2.98895e-08,1,0.037575,0,0.042575,0.0075,835
3.24415e+06,7.54732e-07,-5.17493e-06,3.00119e-08,1,0.03762,0,0.04262,0.0075,836
3.24703e+06,7.56523e-07,-5.17472e-06,3.01343e-08,1,0.037665,0,0.042665,0.0075,837
3.24992e+06,7.58313e-07,-5.17452e-06,3.02567e-08,1,0.03771,0,0.04271,0.0075,838
3.2528e+06,7.60103e-07,-5.17432e-06,3.0379e-08,1,0.037755,0,0.042755,0.0075,839
3.25569e+06,7.61894e-07,-5.17412e-06,3.05014e-08,1,0.0378,0,0.0428,0.0075,840
3.25857e+06,7.63684e-07,-5.17391e-06,3.06238e-08,1,0.037845,0,0.042845,0.0075,841
3.26145e+06,7.65475e-07,-5.17371e-06,3.07462e-08,1,0.03789,0,0.04289,0.0075,842
3.26434e+06,7.67265e-07,-5.17351e-06,3.08686e-08,1,0.037935,0,0.042935,0.0075,843
3.26722e+06,7.69055e-07,-5.17331e-06,3.0991e-08,1,0.03798,0,0.04298,0.0075,844
3.2701e+06,7.70846e-07,-5.1731e-06,3.11133e-08,1,0.038025,0,0.043025,0.0075,845
3.27299e+06,7.72636e-07,-5.1729e-06,3.12357e-08,1,0.03807,0,0.04307,0.0075,846
3.27587e+06,7.74426e-07,-5.1727e-06,3.13581e-08,1,0.038115,0,0.043115,0.0075,847
3.27875e+06,7.76217e-07,-5.1725e-06,3.14805e-08,1,0.03816,0,0.04316,0.0075,848
3.28164e+06,7.78007e-07,-5.17229e-06,3.16029e-08,1,0.038205,0,0.043205,0.0075,849
3.28452e+06,7.79798e-07,-5.17209e-06,3.17252e-08,1,0.03825,0,0.04325,0.0075,850
3.28741e+06,7.81588e-07,-5.17189e-06,3.18476e-08,1,0.038295,0,0.043295,0.0075,851
3.29029e+06,7.83378e-07,-5.17169e-06,3.197e-08,1,0.03834,0,0.04334,0.0075,852
3.29317e+06,7.85168e-07,-5.17148e-06,3.20924e-08,1,0.038385,0,0.043385,0.0075,853
3.29606e+06,7.86959e-07,-5.17128e-06,3.22148e-08,1,0.03843,0,0.04343,0.0075,854
3.29894e+06,7.88749e-07,-5.17108e-06,3.23371e-08,1,0.038475,0,0.043475,0.0075,855
3.30182e+06,7.9054e-07,-5.17088e-06,3.24595e-08,1,0.03852,0,0.04352,0.0075,856
3.30471e+06,7.9233e-07,-5.17067e-06,3.25819e-08,1,0.038565,0,0.043565,0.0075,857
3.30759e+06,7.9412e-07,-5.17047e-06,3.27043e-08,1,0.03861,0,0.04361,0.0075,858
3.31047e+06,7.95911e-07,-5.17027e-06,3.28267e-08,1,0.038655,0,0.043655,0.0075,859
3.31336e+06,7.97701e-07,-5.17007e-06,3.2949e-08,1,0.0387,0,0.0437,0.0075,860
3.31624e+06,7.99491e-07,-5.16986e-06,3.30714e-08,1,0.038745,0,0.043745,0.0075,861
3.31913e+06,8.01282e-07,-5.16966e-06,3.31938e-08,1,0.03879,0,0.04379,0.0075,862
3.32201e+06,8.03072e-07,-5.16946e-06,3.33162e-08,1,0.038835,0,0.043835,0.0075,863
3.32489e+06,8.04863e-07,-5.16926e-06,3.34386e-08,1,0.03888,0,0.04388,0.0075,864
3.32778e+06,8.06653e-07,-5.16905e-06,3.3561e-08,1,0.038925,0,0.043925,0.0075,865
3.33066e+06,8.08443e-07,-5.16885e-06,3.36833e-08,1,0.03897,0,0.04397,0.0075,866
3.33354e+06,8.10234e-07,-5.16865e-06,3.38057e-08,1,0.039015,0,0.044015,0.0075,867
3.33643e+06,8.12024e-07,-5.16845e-06,3.39281e-08,1,0.03906,0,0.04406,0.0075,868
3.33931e+06,8.13814e-07,-5.16824e-06,3.40505e-08,1,0.039105,0,0.044105,0.0075,869
3.3422e+06,8.15605e-07,-5.16804e-06,3.41729e-08,1,0.03915,0,0.04415,0.0075,870
3.34508e+06,8.17395e-07,-5.16784e-06,3.42952e-08,1,0.039195,0,0.044195,0.0075,871
3.34796e+06,8.19186e-07,-5.16764e-06,3.44176e-08,1,0.03924,0,0.04424,0.0075,872
3.35085e+06,8.20976e-07,-5.16743e-06,3.454e-08,1,0.039285,0,0.044285,0.0075,873
3.35373e+06,8.22766e-07,-5.16723e-06,3.46624e-08,1,0.03933,0,0.04433,0.0075,874
3.35661e+06,8.24557e-07,-5.16703e-06,3.47848e-08,1,0.039375,0,0.044375,0.0075,875
3.3595e+06,8.26347e-07,-5.16683e-06,3.49071e-08,1,0.03942,0,0.04442,0.0075,876
3.36238e+06,8.28138e-07,-5.16662e-06,3.50295e-08,1,0.039465,0,0.044465,0.0075,877
3.36526e+06,8.29928e-07,-5.16642e-06,3.51519e-08,1,0.03951,0,0.04451,0.0075,878
3.36815e+06,8.31718e-07,-5.16622e-06,3.52743e-08,1,0.039555,0,0.044555,0.0075,879
3.37103e+06,8.33509e-07,-5.16602e-06,3.53967e-08,1,0.0396,0,0.0446,0.0075,880
3.37392e+06,8.35299e-07,-5.16581e-06,3.5519e-08,1,0.039645,0,0.044645,0.0075,881
3.3768e+06,8.37089e-07,-5.16561e-06,3.56414e-08,1,0.03969,0,0.04469,0.0075,882
3.37968e+06,8.3888e-07,-5.16541e-06,3.57638e-08,1,0.039735,0,0.044735,0.0075,883
3.38257e+06,8.4067e-07,-5.16521e-06,3.58862e-08,1,0.03978,0,0.04478,0.0075,884
3.38545e+06,8.4246e-07,-5.165e-06,3.60086e-08,1,0.039825,0,0.044825,0.0075,885
3.38833e+06,8.44251e-07,-5.1648e-06,3.61309e-08,1,0.03987,0,0.04487,0.0075,886
3.39122e+06,8.46041e-07,-5.1646e-06,3.62533e-08,1,0.039915,0,0.044915,0.0075,887
3.3941e+06,8.47832e-07,-5.1644e-06,3.63757e-08,1,0.03996,0,0.04496,0.0075,888
3.39698e+06,8.49622e-07,-5.16419e-06,3.64981e-08,1,0.040005,0,0.045005,0.0075,889
3.39987e+06,8.51412e-07,-5.16399e-06,3.66205e-08,1,0.04005,0,0.04505,0.0075,890
3.40275e+06,8.53203e-07,-5.16379e-06,3.67428e-08,1,0.040095,0,0.045095,0.0075,891
3.40564e+06,8.54993e-07,-5.16359e-06,3.68652e-08,1,0.04014,0,0.04514,0.0075,892
3.40852e+06,8.56783e-07,-5.16338e-06,3.69876e-08,1,0.040185,0,0.045185,0.0075,893
3.4114e+06,8.58574e-07,-5.16318e-06,3.711e-08,1,0.04023,0,0.04523,0.0075,894
3.41429e+06,8.60364e-07,-5.16298e-06,3.72324e-08,1,0.040275,0,0.045275,0.0075,895
3.41717e+06,8.62154e-07,-5.16278e-06,3.73548e-08,1,0.04032,0,0.04532,0.0075,896
3.42005e+06,8.63945e-07,-5.16257e-06,3.74771e-08,1,0.040365,0,0.045365,0.0075,897
3.42294e+06,8.65735e-07,-5.16237e-06,3.75995e-08,1,0.04041,0,0.04541,0.0075,898
3.42582e+06,8.67526e-07,-5.16217e-06,3.77219e-08,1,0.040455,0,0.045455,0.0075,899
3.4287e+06,8.69316e-07,-5.16197e-06,3.78443e-08,1,0.0405,0,0.0455,0.0075,900
3.43159e+06,8.71106e-07,-5.16176e-06,3.79667e-08,1,0.040545,0,0.045545,0.0075,901
3.43447e+06,8.72897e-07,-5.16156e-06,3.8089e-08,1,0.04059,0,0.04559,0.0075,902
3.43736e+06,8.74687e-07,-5.16136e-06,3.82114e-08,1,0.040635,0,0.045635,0.0075,903
3.44024e+06,8.76477e-07,-5.16116e-06,3.83338e-08,1,0.04068,0,0.04568,0.0075,904
3.44312e+06,8.78268e-07,-5.16095e-06,3.84562e-08,1,0.040725,0,0.045725,0.0075,905
3.44601e+06,8.80058e-07,-5.16075e-06,3.85786e-08,1,0.04077,0,0.04577,0.0075,906
3.44889e+06,8.81849e-07,-5.16055e-06,3.87009e-08,1,0.040815,0,0.045815,0.0075,907
3.45177e+06,8.83639e-07,-5.16035e-06,3.88233e-08,1,0.04086,0,0.04586,0.0075,908
3.45466e+06,8.85429e-07,-5.16015e-06,3.89457e-08,1,0.040905,0,0.045905,0.0075,909
3.45754e+06,8.8722e-07,-5.15994e-06,3.90681e-08,1,0.04095,0,0.04595,0.0075,910
3.46042e+06,8.8901e-07,-5.15974e-06,3.91905e-08,1,0.040995,0,0.045995,0.0075,911
3.46331e+06,8.908e-07,-5.15954e-06,3.93129e-08,1,0.04104,0,0.04604,0.0075,912
3.46619e+06,8.92591e-07,-5.15934e-06,3.94352e-08,1,0.041085,0,0.046085,0.0075,913
3.46908e+06,8.94381e-07,-5.15913e-06,3.95576e-08,1,0.04113,0,0.04613,0.0075,914
3.47196e+06,8.96172e-07,-5.15893e-06,3.968e-08,1,0.041175,0,0.046175,0.0075,915
3.47484e+06,8.97962e-07,-5.15873e-06,3.98024e-08,1,0.04122,0,0.04622,0.0075,916
3.47773e+06,8.99752e-07,-5.15853e-06,3.99248e-08,1,0.041265,0,0.046265,0.0075,917
3.48061e+06,9.01543e-07,-5.15832e-06,4.00471e-08,1,0.04131,0,0.04631,0.0075,918
3.48349e+06,9.03333e-07,-5.15812e-06,4.01695e-08,1,0.041355,0,0.046355,0.0075,919
3.48638e+06,9.05123e-07,-5.15792e-06,4.02919e-08,1,0.0414,0,0.0464,0.0075,920
3.48926e+06,9.06914e-07,-5.15772e-06,4.04143e-08,1,0.041445,0,0.046445,0.0075,921
3.49214e+06,9.08704e-07,-5.15751e-06,4.05367e-08,1,0.04149,0,0.04649,0.0075,922
3.49503e+06,9.10495e-07,-5.15731e-06,4.0659e-08,1,0.041535,0,0.046535,0.0075,923
3.49791e+06,9.12285e-07,-5.15711e-06,4.07814e-08,1,0.04158,0,0.04658,0.0075,924
3.5008e+06,9.14075e-07,-5.15691e-06,4.09038e-08,1,0.041625,0,0.046625,0.0075,925
3.50368e+06,9.15866e-07,-5.1567e-06,4.10262e-08,1,0.04167,0,0.04667,0.0075,926
3.50656e+06,9.17656e-07,-5.1565e-06,4.11486e-08,1,0.041715,0,0.046715,0.0075,927
3.50945e+06,9.19446e-07,-5.1563e-06,4.12709e-08,1,0.04176,0,0.04676,0.0075,928
3.51233e+06,9.21237e-07,-5.1561e-06,4.13933e-08,1,0.041805,0,0.046805,0.0075,929
3.51521e+06,9.23027e-07,-5.15589e-06,4.15157e-08,1,0.04185,0,0.04685,0.0075,930
3.5181e+06,9.24817e-07,-5.15569e-06,4.16381e-08,1,0.041895,0,0.046895,0.0075,931
3.52098e+06,9.26608e-07,-5.15549e-06,4.17605e-08,1,0.04194,0,0.04694,0.0075,932
3.52387e+06,9.28398e-07,-5.15529e-06,4.18828e-08,1,0.041985,0,0.046985,0.0075,933
3.52675e+06,9.30189e-07,-5.15508e-06,4.20052e-08,1,0.04203,0,0.04703,0.0075,934
3.52963e+06,9.31979e-07,-5.15488e-06,4.21276e-08,1,0.042075,0,0.047075,0.0075,935
3.53252e+06,9.33769e-07,-5.15468e-06,4.225e-08,1,0.04212,0,0.04712,0.0075,936
3.5354e+06,9.3556e-07,-5.15448e-06,4.23724e-08,1,0.042165,0,0.047165,0.0075,937
3.53828e+06,9.3735e-07,-5.15427e-06,4.24947e-08,1,0.04221,0,0.04721,0.0075,938
3.54117e+06,9.3914e-07,-5.15407e-06,4.26171e-08,1,0.042255,0,0.047255,0.0075,939
3.54405e+06,9.40931e-07,-5.15387e-06,4.27395e-08,1,0.0423,0,0.0473,0.0075,940
3.54693e+06,9.42721e-07,-5.15367e-06,4.28619e-08,1,0.042345,0,0.047345,0.0075,941
3.54982e+06,9.44511e-07,-5.15346e-06,4.29843e-08,1,0.04239,0,0.04739,0.0075,942
3.5527e+06,9.46302e-07,-5.15326e-06,4.31066e-08,1,0.042435,0,0.047435,0.0075,943
3.55559e+06,9.48092e-07,-5.15306e-06,4.3229e-08,1,0.04248,0,0.04748,0.0075,944
3.55847e+06,9.49883e-07,-5.15286e-06,4.33514e-08,1,0.042525,0,0.047525,0.0075,945
3.56135e+06,9.51673e-07,-5.15265e-06,4.34738e-08,1,0.04257,0,0.04757,0.0075,946
3.56424e+06,9.53463e-07,-5.15245e-06,4.35962e-08,1,0.042615,0,0.047615,0.0075,947
3.56712e+06,9.55254e-07,-5.15225e-06,4.37186e-08,1,0.04266,0,0.04766,0.0075,948
3.57e+06,9.57044e-07,-5.15205e-06,4.38409e-08,1,0.042705,0,0.047705,0.0075,949
3.57289e+06,9.58834e-07,-5.15184e-06,4.39633e-08,1,0.04275,0,0.04775,0.0075,950
3.57577e+06,9.60625e-07,-5.15164e-06,4.40857e-08,1,0.042795,0,0.047795,0.0075,951
3.57865e+06,9.62415e-07,-5.15144e-06,4.42081e-08,1,0.04284,0,0.04784,0.0075,952
3.58154e+06,9.64206e-07,-5.15124e-06,4.43305e-08,1,0.042885,0,0.047885,0.0075,953
3.58442e+06,9.65996e-07,-5.15103e-06,4.44528e-08,1,0.04293,0,0.04793,0.0075,954
3.58731e+06,9.67786e-07,-5.15083e-06,4.45752e-08,1,0.042975,0,0.047975,0.0075,955
3.59019e+06,9.69577e-07,-5.15063e-06,4.46976e-08,1,0.04302,0,0.04802,0.0075,956
3.59307e+06,9.71367e-07,-5.15043e-06,4.482e-08,1,0.043065,0,0.048065,0.0075,957
3.59596e+06,9.73158e-07,-5.15022e-06,4.49424e-08,1,0.04311,0,0.04811,0.0075,958
3.59884e+06,9.74948e-07,-5.15002e-06,4.50647e-08,1,0.043155,0,0.048155,0.0075,959
3.60172e+06,9.76738e-07,-5.14982e-06,4.51871e-08,1,0.0432,0,0.0482,0.0075,960
3.60461e+06,9.78529e-07,-5.14962e-06,4.53095e-08,1,0.043245,0,0.048245,0.0075,961
3.60749e+06,9.80319e-07,-5.14941e-06,4.54319e-08,1,0.04329,0,0.04829,0.0075,962
3.61037e+06,9.82109e-07,-5.14921e-06,4.55543e-08,1,0.043335,0,0.048335,0.0075,963
3.61326e+06,9.839e-07,-5.14901e-06,4.56767e-08,1,0.04338,0,0.04838,0.0075,964
3.61614e+06,9.8569e-07,-5.14881e-06,4.5799e-08,1,0.043425,0,0.048425,0.0075,965
3.61903e+06,9.8748e-07,-5.1486e-06,4.59214e-08,1,0.04347,0,0.04847,0.0075,966
3.62191e+06,9.89271e-07,-5.1484e-06,4.60438e-08,1,0.043515,0,0.048515,0.0075,967
3.62479e+06,9.91061e-07,-5.1482e-06,4.61662e-08,1,0.04356,0,0.04856,0.0075,968
3.62768e+06,9.92852e-07,-5.148e-06,4.62886e-08,1,0.043605,0,0.048605,0.0075,969
3.63056e+06,9.94642e-07,-5.1478e-06,4.64109e-08,1,0.04365,0,0.04865,0.0075,970
3.63344e+06,9.96432e-07,-5.14759e-06,4.65333e-08,1,0.043695,0,0.048695,0.0075,971
3.63633e+06,9.98223e-07,-5.14739e-06,4.66557e-08,1,0.04374,0,0.04874,0.0075,972
3.63921e+06,1.00001e-06,-5.14719e-06,4.67781e-08,1,0.043785,0,0.048785,0.0075,973
3.6421e+06,1.0018e-06,-5.14699e-06,4.69005e-08,1,0.04383,0,0.04883,0.0075,974
3.64498e+06,1.00359e-06,-5.14678e-06,4.70228e-08,1,0.043875,0,0.048875,0.0075,975
3.64786e+06,1.00538e-06,-5.14658e-06,4.71452e-08,1,0.04392,0,0.04892,0.0075,976
3.65075e+06,1.00717e-06,-5.14638e-06,4.72676e-08,1,0.043965,0,0.048965,0.0075,977
3.65363e+06,1.00896e-06,-5.14618e-06,4.739e-08,1,0.04401,0,0.04901,0.0075,978
3.65651e+06,1.01076e-06,-5.14597e-06,4.75124e-08,1,0.044055,0,0.049055,0.0075,979
3.6594e+06,1.01255e-06,-5.14577e-06,4.76347e-08,1,0.0441,0,0.0491,0.0075,980
3.66228e+06,1.01434e-06,-5.14557e-06,4.77571e-08,1,0.044145,0,0.049145,0.0075,981
3.66516e+06,1.01613e-06,-5.14537e-06,4.78795e-08,1,0.04419,0,0.04919,0.0075,982
3.66805e+06,1.01792e-06,-5.14516e-06,4.80019e-08,1,0.044235,0,0.049235,0.0075,983
3.67093e+06,1.01971e-06,-5.14496e-06,4.81243e-08,1,0.04428,0,0.04928,0.0075,984
3.67382e+06,1.0215e-06,-5.14476e-06,4.82466e-08,1,0.044325,0,0.049325,0.0075,985
3.6767e+06,1.02329e-06,-5.14456e-06,4.8369e-08,1,0.04437,0,0.04937,0.0075,986
3.67958e+06,1.02508e-06,-5.14435e-06,4.84914e-08,1,0.044415,0,0.049415,0.0075,987
3.68247e+06,1.02687e-06,-5.14415e-06,4.86138e-08,1,0.04446,0,0.04946,0.0075,988
3.68535e+06,1.02866e-06,-5.14395e-06,4.87362e-08,1,0.044505,0,0.049505,0.0075,989
3.68823e+06,1.03045e-06,-5.14375e-06,4.88585e-08,1,0.04455,0,0.04955,0.0075,990
3.69112e+06,1.03224e-06,-5.14354e-06,4.89809e-08,1,0.044595,0,0.049595,0.0075,991
3.694e+06,1.03403e-06,-5.14334e-06,4.91033e-08,1,0.04464,0,0.04964,0.0075,992
3.69688e+06,1.03582e-06,-5.14314e-06,4.92257e-08,1,0.044685,0,0.049685,0.0075,993
3.69977e+06,1.03761e-06,-5.14294e-06,4.93481e-08,1,0.04473,0,0.04973,0.0075,994
3.70265e+06,1.0394e-06,-5.14273e-06,4.94705e-08,1,0.044775,0,0.049775,0.0075,995
3.70554e+06,1.04119e-06,-5.14253e-06,4.95928e-08,1,0.04482,0,0.04982,0.0075,996
3.70842e+06,1.04298e-06,-5.14233e-06,4.97152e-08,1,0.044865,0,0.049865,0.0075,997
3.7113e+06,1.04477e-06,-5.14213e-06,4.98376e-08,1,0.04491,0,0.04991,0.0075,998
3.71419e+06,1.04656e-06,-5.14192e-06,4.996e-08,1,0.044955,0,0.049955,0.0075,999
3.71707e+06,1.04835e-06,-5.14172e-06,5.00824e-08,1,0.045,0,0.05,0.0075,1000
